track_id,artist_id,genre,track_name
T8968,A4,Hip-Hop,Track T8968
T2181,A9,Alternative,Track T2181
T4627,A3,Latin,Track T4627
T2799,A2,Pop,Track T2799
T9832,A3,Latin,Track T9832
T4122,A6,Rap,Track T4122
T6551,A3,Latin,Track T6551
T2647,A6,Rap,Track T2647
T2342,A2,Pop,Track T2342
T4660,A7,R&B,Track T4660
T3136,A3,Latin,Track T3136
T9103,A4,Hip-Hop,Track T9103
T3008,A5,R&B,Track T3008
T1572,A7,R&B,Track T1572
T8405,A2,Pop,Track T8405
T2267,A8,Pop,Track T2267
T4717,A7,R&B,Track T4717
T7543,A2,Pop,Track T7543
T7715,A10,Pop,Track T7715
T3940,A6,Rap,Track T3940
T1426,A4,Hip-Hop,Track T1426
T3484,A2,Pop,Track T3484
T7105,A5,R&B,Track T7105
T3133,A2,Pop,Track T3133
T6978,A4,Hip-Hop,Track T6978
T5879,A4,Hip-Hop,Track T5879
T4277,A7,R&B,Track T4277
T4798,A2,Pop,Track T4798
T2304,A8,Pop,Track T2304
T8955,A3,Latin,Track T8955
T8689,A4,Hip-Hop,Track T8689
T8302,A8,Pop,Track T8302
T6709,A6,Rap,Track T6709
T4144,A3,Latin,Track T4144
T1512,A4,Hip-Hop,Track T1512
T6839,A3,Latin,Track T6839
T8395,A6,Rap,Track T8395
T7826,A3,Latin,Track T7826
T7002,A7,R&B,Track T7002
T6273,A5,R&B,Track T6273
T8465,A2,Pop,Track T8465
T5421,A3,Latin,Track T5421
T3685,A2,Pop,Track T3685
T7417,A4,Hip-Hop,Track T7417
T3961,A5,R&B,Track T3961
T5342,A5,R&B,Track T5342
T4298,A7,R&B,Track T4298
T8112,A2,Pop,Track T8112
T9845,A10,Pop,Track T9845
T3873,A3,Latin,Track T3873
T9579,A3,Latin,Track T9579
T4032,A7,R&B,Track T4032
T3444,A8,Pop,Track T3444
T5146,A4,Hip-Hop,Track T5146
T2511,A7,R&B,Track T2511
T2997,A9,Alternative,Track T2997
T9117,A7,R&B,Track T9117
T4482,A1,Pop,Track T4482
T9859,A8,Pop,Track T9859
T2359,A8,Pop,Track T2359
T1520,A6,Rap,Track T1520
T7052,A7,R&B,Track T7052
T5857,A10,Pop,Track T5857
T1990,A4,Hip-Hop,Track T1990
T2860,A1,Pop,Track T2860
T5397,A4,Hip-Hop,Track T5397
T9404,A1,Pop,Track T9404
T3546,A3,Latin,Track T3546
T5530,A6,Rap,Track T5530
T9768,A3,Latin,Track T9768
T4205,A7,R&B,Track T4205
T9507,A8,Pop,Track T9507
T1477,A4,Hip-Hop,Track T1477
T5498,A9,Alternative,Track T5498
T4774,A1,Pop,Track T4774
T2933,A8,Pop,Track T2933
T7124,A8,Pop,Track T7124
T6449,A3,Latin,Track T6449
T7133,A3,Latin,Track T7133
T2552,A3,Latin,Track T2552
T8609,A8,Pop,Track T8609
T9445,A8,Pop,Track T9445
T5262,A3,Latin,Track T5262
T1589,A6,Rap,Track T1589
T5652,A1,Pop,Track T5652
T3428,A4,Hip-Hop,Track T3428
T8546,A10,Pop,Track T8546
T7924,A2,Pop,Track T7924
T9986,A10,Pop,Track T9986
T2694,A8,Pop,Track T2694
T6143,A10,Pop,Track T6143
T4822,A2,Pop,Track T4822
T7322,A2,Pop,Track T7322
T5955,A1,Pop,Track T5955
T9521,A7,R&B,Track T9521
T2697,A6,Rap,Track T2697
T1530,A2,Pop,Track T1530
T2421,A8,Pop,Track T2421
T7773,A3,Latin,Track T7773
T7631,A1,Pop,Track T7631
T2845,A4,Hip-Hop,Track T2845
T5486,A1,Pop,Track T5486
T5241,A3,Latin,Track T5241
T2712,A9,Alternative,Track T2712
T5841,A8,Pop,Track T5841
T7505,A4,Hip-Hop,Track T7505
T6681,A7,R&B,Track T6681
T8359,A5,R&B,Track T8359
T2126,A3,Latin,Track T2126
T4454,A7,R&B,Track T4454
T5477,A7,R&B,Track T5477
T8978,A6,Rap,Track T8978
T8077,A6,Rap,Track T8077
T4799,A7,R&B,Track T4799
T9568,A4,Hip-Hop,Track T9568
T6828,A9,Alternative,Track T6828
T8434,A2,Pop,Track T8434
T9008,A9,Alternative,Track T9008
T2919,A3,Latin,Track T2919
T8355,A1,Pop,Track T8355
T2386,A4,Hip-Hop,Track T2386
T7258,A8,Pop,Track T7258
T8898,A4,Hip-Hop,Track T8898
T9833,A6,Rap,Track T9833
T2766,A3,Latin,Track T2766
T6938,A2,Pop,Track T6938
T7677,A4,Hip-Hop,Track T7677
T8629,A6,Rap,Track T8629
T2501,A6,Rap,Track T2501
T7497,A5,R&B,Track T7497
T4427,A7,R&B,Track T4427
T2369,A10,Pop,Track T2369
T5299,A1,Pop,Track T5299
T4444,A1,Pop,Track T4444
T7799,A3,Latin,Track T7799
T8134,A1,Pop,Track T8134
T4569,A5,R&B,Track T4569
T9888,A5,R&B,Track T9888
T7310,A5,R&B,Track T7310
T8398,A7,R&B,Track T8398
T9864,A10,Pop,Track T9864
T6341,A9,Alternative,Track T6341
T4580,A1,Pop,Track T4580
T2142,A3,Latin,Track T2142
T7565,A3,Latin,Track T7565
T6987,A2,Pop,Track T6987
T5775,A5,R&B,Track T5775
T2596,A5,R&B,Track T2596
T9953,A2,Pop,Track T9953
T8658,A7,R&B,Track T8658
T7225,A7,R&B,Track T7225
T1486,A1,Pop,Track T1486
T1505,A4,Hip-Hop,Track T1505
T8183,A9,Alternative,Track T8183
T5883,A5,R&B,Track T5883
T1098,A3,Latin,Track T1098
T9403,A2,Pop,Track T9403
T2211,A2,Pop,Track T2211
T6671,A1,Pop,Track T6671
T6868,A8,Pop,Track T6868
T8396,A1,Pop,Track T8396
T3073,A3,Latin,Track T3073
T2966,A1,Pop,Track T2966
T5143,A8,Pop,Track T5143
T3109,A1,Pop,Track T3109
T7031,A3,Latin,Track T7031
T7558,A5,R&B,Track T7558
T6338,A4,Hip-Hop,Track T6338
T9155,A3,Latin,Track T9155
T4261,A3,Latin,Track T4261
T7907,A8,Pop,Track T7907
T5723,A10,Pop,Track T5723
T2553,A3,Latin,Track T2553
T6356,A1,Pop,Track T6356
T8934,A1,Pop,Track T8934
T9669,A7,R&B,Track T9669
T7022,A5,R&B,Track T7022
T2994,A8,Pop,Track T2994
T7364,A7,R&B,Track T7364
T8906,A9,Alternative,Track T8906
T5070,A9,Alternative,Track T5070
T9204,A8,Pop,Track T9204
T6021,A4,Hip-Hop,Track T6021
T7403,A3,Latin,Track T7403
T7303,A5,R&B,Track T7303
T1073,A5,R&B,Track T1073
T2770,A6,Rap,Track T2770
T9157,A2,Pop,Track T9157
T1300,A6,Rap,Track T1300
T7430,A4,Hip-Hop,Track T7430
T4304,A6,Rap,Track T4304
T1086,A2,Pop,Track T1086
T2021,A4,Hip-Hop,Track T2021
T6194,A2,Pop,Track T6194
T4084,A9,Alternative,Track T4084
T9244,A5,R&B,Track T9244
T8279,A2,Pop,Track T8279
T7442,A1,Pop,Track T7442
T8019,A7,R&B,Track T8019
T1146,A2,Pop,Track T1146
T2428,A10,Pop,Track T2428
T1137,A5,R&B,Track T1137
T9250,A3,Latin,Track T9250
T3908,A6,Rap,Track T3908
T2826,A3,Latin,Track T2826
T6409,A8,Pop,Track T6409
T6025,A3,Latin,Track T6025
T5139,A10,Pop,Track T5139
T1248,A6,Rap,Track T1248
T3181,A8,Pop,Track T3181
T8956,A1,Pop,Track T8956
T5689,A3,Latin,Track T5689
T7455,A7,R&B,Track T7455
T2893,A6,Rap,Track T2893
T5562,A2,Pop,Track T5562
T4678,A3,Latin,Track T4678
T7963,A3,Latin,Track T7963
T5029,A6,Rap,Track T5029
T7390,A3,Latin,Track T7390
T1599,A3,Latin,Track T1599
T8390,A2,Pop,Track T8390
T3303,A4,Hip-Hop,Track T3303
T9929,A2,Pop,Track T9929
T2963,A10,Pop,Track T2963
T6544,A2,Pop,Track T6544
T4073,A9,Alternative,Track T4073
T2333,A4,Hip-Hop,Track T2333
T2167,A4,Hip-Hop,Track T2167
T7917,A2,Pop,Track T7917
T8037,A6,Rap,Track T8037
T4408,A7,R&B,Track T4408
T3320,A4,Hip-Hop,Track T3320
T8171,A1,Pop,Track T8171
T5822,A9,Alternative,Track T5822
T3005,A10,Pop,Track T3005
T7068,A4,Hip-Hop,Track T7068
T5402,A6,Rap,Track T5402
T1855,A4,Hip-Hop,Track T1855
T6956,A3,Latin,Track T6956
T5771,A1,Pop,Track T5771
T5482,A4,Hip-Hop,Track T5482
T8991,A8,Pop,Track T8991
T7380,A1,Pop,Track T7380
T4130,A6,Rap,Track T4130
T8612,A9,Alternative,Track T8612
T4393,A2,Pop,Track T4393
T9696,A2,Pop,Track T9696
T8895,A8,Pop,Track T8895
T9121,A2,Pop,Track T9121
T4960,A2,Pop,Track T4960
T7067,A4,Hip-Hop,Track T7067
T1545,A4,Hip-Hop,Track T1545
T4114,A9,Alternative,Track T4114
T6243,A6,Rap,Track T6243
T1845,A4,Hip-Hop,Track T1845
T3454,A5,R&B,Track T3454
T5981,A10,Pop,Track T5981
T8360,A1,Pop,Track T8360
T1100,A2,Pop,Track T1100
T2131,A10,Pop,Track T2131
T6347,A10,Pop,Track T6347
T9895,A2,Pop,Track T9895
T7746,A2,Pop,Track T7746
T5123,A4,Hip-Hop,Track T5123
T3950,A1,Pop,Track T3950
T6760,A6,Rap,Track T6760
T3465,A1,Pop,Track T3465
T7047,A1,Pop,Track T7047
T1531,A5,R&B,Track T1531
T1776,A10,Pop,Track T1776
T4397,A4,Hip-Hop,Track T4397
T3419,A3,Latin,Track T3419
T2394,A10,Pop,Track T2394
T9360,A5,R&B,Track T9360
T9468,A4,Hip-Hop,Track T9468
T7247,A4,Hip-Hop,Track T7247
T4055,A2,Pop,Track T4055
T7161,A5,R&B,Track T7161
T3919,A4,Hip-Hop,Track T3919
T9942,A3,Latin,Track T9942
T1468,A2,Pop,Track T1468
T3824,A3,Latin,Track T3824
T4659,A5,R&B,Track T4659
T1123,A1,Pop,Track T1123
T6538,A2,Pop,Track T6538
T3550,A10,Pop,Track T3550
T3558,A5,R&B,Track T3558
T9112,A1,Pop,Track T9112
T4633,A7,R&B,Track T4633
T4934,A1,Pop,Track T4934
T1150,A7,R&B,Track T1150
T1138,A7,R&B,Track T1138
T5787,A6,Rap,Track T5787
T6295,A7,R&B,Track T6295
T3452,A1,Pop,Track T3452
T1989,A7,R&B,Track T1989
T9567,A1,Pop,Track T9567
T2556,A3,Latin,Track T2556
T7078,A10,Pop,Track T7078
T6594,A5,R&B,Track T6594
T6134,A10,Pop,Track T6134
T4256,A1,Pop,Track T4256
T2708,A5,R&B,Track T2708
T6468,A1,Pop,Track T6468
